aw	as	a	analysis	b	w	method
0.147781	-0.0598743	0.0855017	isolation_0.4_0.2_0.2	0.2	0.2	ABC
0.115628	-0.0142249	0.102041	isolation_0.4_0.2_0.2	0.2	0.2	ABC
0.100436	-0.0394675	0.0684476	isolation_0.4_0.2_0.2	0.2	0.2	ABC
0.101885	0.000623842	0.0986763	isolation_0.4_0.2_0.2	0.2	0.2	ABC
0.147022	-0.044723	0.0807293	isolation_0.4_0.2_0.2	0.2	0.2	ABC
0.0516811	0.0493422	0.103004	isolation_0.4_0.2_0.2	0.2	0.2	ABC
0.149768	-0.0268119	0.118309	isolation_0.4_0.2_0.2	0.2	0.2	ABC
0.100729	0.00611898	0.0965044	isolation_0.4_0.2_0.2	0.2	0.2	ABC
0.171462	-0.0814759	0.0937615	isolation_0.4_0.2_0.2	0.2	0.2	ABC
0.147365	-0.0263048	0.123634	isolation_0.4_0.2_0.2	0.2	0.2	ABC
0.124155	-0.0221946	0.106652	isolation_0.4_0.2_0.2	0.2	0.2	ABC
0.101347	-0.00669693	0.0954377	isolation_0.4_0.2_0.2	0.2	0.2	ABC
0.0816585	-0.0116119	0.066662	isolation_0.4_0.2_0.2	0.2	0.2	ABC
0.15323	-0.0426391	0.105347	isolation_0.4_0.2_0.2	0.2	0.2	ABC
0.113398	0.00156651	0.117687	isolation_0.4_0.2_0.2	0.2	0.2	ABC
0.117546	-0.0784213	0.0408975	isolation_0.4_0.2_0.2	0.2	0.2	ABC
0.161511	-0.0869625	0.0747925	isolation_0.4_0.2_0.2	0.2	0.2	ABC
0.0943363	-0.011136	0.0751157	isolation_0.4_0.2_0.2	0.2	0.2	ABC
0.102297	-0.0411254	0.0659238	isolation_0.4_0.2_0.2	0.2	0.2	ABC
0.0727104	0.0240442	0.101603	isolation_0.4_0.2_0.2	0.2	0.2	ABC
0.128726	-0.0425601	0.0931388	isolation_0.4_0.2_0.2	0.2	0.2	ABC
0.0926801	0.0161639	0.103863	isolation_0.4_0.2_0.2	0.2	0.2	ABC
0.161035	-0.0641674	0.09566	isolation_0.4_0.2_0.2	0.2	0.2	ABC
0.126663	-0.0438712	0.08145	isolation_0.4_0.2_0.2	0.2	0.2	ABC
0.118162	-0.0327238	0.0817204	isolation_0.4_0.2_0.2	0.2	0.2	ABC
0.151431	-0.0706831	0.0863759	isolation_0.4_0.2_0.2	0.2	0.2	ABC
0.113851	-0.0434809	0.0655091	isolation_0.4_0.2_0.2	0.2	0.2	ABC
0.169415	-0.0552419	0.11151	isolation_0.4_0.2_0.2	0.2	0.2	ABC
0.0881477	-0.0264729	0.0645536	isolation_0.4_0.2_0.2	0.2	0.2	ABC
0.164482	-0.0305338	0.129278	isolation_0.4_0.2_0.2	0.2	0.2	ABC
0.106586	-0.0515088	0.0558342	isolation_0.4_0.2_0.2	0.2	0.2	ABC
0.172156	-0.0762639	0.0949518	isolation_0.4_0.2_0.2	0.2	0.2	ABC
0.0746736	0.00755582	0.0968486	isolation_0.4_0.2_0.2	0.2	0.2	ABC
0.1346	-0.0435768	0.0942106	isolation_0.4_0.2_0.2	0.2	0.2	ABC
0.106954	-0.0184901	0.0920106	isolation_0.4_0.2_0.2	0.2	0.2	ABC
0.140768	-0.0630045	0.0687858	isolation_0.4_0.2_0.2	0.2	0.2	ABC
0.103648	0.000469794	0.105859	isolation_0.4_0.2_0.2	0.2	0.2	ABC
0.0780616	0.0182695	0.100093	isolation_0.4_0.2_0.2	0.2	0.2	ABC
0.1125	-0.0482141	0.0625318	isolation_0.4_0.2_0.2	0.2	0.2	ABC
0.138998	-0.0561438	0.0919171	isolation_0.4_0.2_0.2	0.2	0.2	ABC
0.087997	0.00201356	0.0883357	isolation_0.4_0.2_0.2	0.2	0.2	ABC
0.12218	-0.0228875	0.104498	isolation_0.4_0.2_0.2	0.2	0.2	ABC
0.0614794	0.0245263	0.0873237	isolation_0.4_0.2_0.2	0.2	0.2	ABC
0.0667697	0.0195046	0.0848317	isolation_0.4_0.2_0.2	0.2	0.2	ABC
0.24335	-0.0959667	0.157406	isolation_0.4_0.2_0.2	0.2	0.2	ABC
0.103439	0.000565192	0.100798	isolation_0.4_0.2_0.2	0.2	0.2	ABC
0.0866404	0.0386223	0.120666	isolation_0.4_0.2_0.2	0.2	0.2	ABC
0.138533	-0.0489073	0.0924199	isolation_0.4_0.2_0.2	0.2	0.2	ABC
0.0854543	-0.0192562	0.0719848	isolation_0.4_0.2_0.2	0.2	0.2	ABC
0.111748	0.0103179	0.120355	isolation_0.4_0.2_0.2	0.2	0.2	ABC
0.131843	-0.00408527	0.12764	isolation_0.4_0.2_0.2	0.2	0.2	ABC
0.159707	-0.0536331	0.106399	isolation_0.4_0.2_0.2	0.2	0.2	ABC
0.0628497	0.0352358	0.0993646	isolation_0.4_0.2_0.2	0.2	0.2	ABC
0.132685	-0.0199835	0.111552	isolation_0.4_0.2_0.2	0.2	0.2	ABC
0.102192	-0.0137927	0.0894032	isolation_0.4_0.2_0.2	0.2	0.2	ABC
0.132979	-0.0432193	0.086449	isolation_0.4_0.2_0.2	0.2	0.2	ABC
0.113352	-0.0230018	0.0935038	isolation_0.4_0.2_0.2	0.2	0.2	ABC
0.140285	-0.0566933	0.0823928	isolation_0.4_0.2_0.2	0.2	0.2	ABC
0.12134	-0.0033878	0.107194	isolation_0.4_0.2_0.2	0.2	0.2	ABC
0.0346053	0.0375453	0.0715581	isolation_0.4_0.2_0.2	0.2	0.2	ABC
0.142382	-0.0474819	0.0970126	isolation_0.4_0.2_0.2	0.2	0.2	ABC
0.138334	-0.0538457	0.0884863	isolation_0.4_0.2_0.2	0.2	0.2	ABC
0.109973	-0.0354997	0.0815344	isolation_0.4_0.2_0.2	0.2	0.2	ABC
0.082419	-0.00367439	0.0777127	isolation_0.4_0.2_0.2	0.2	0.2	ABC
0.090868	-0.0098036	0.0815331	isolation_0.4_0.2_0.2	0.2	0.2	ABC
0.143334	-0.0532088	0.0902251	isolation_0.4_0.2_0.2	0.2	0.2	ABC
0.0983596	-0.0229611	0.0889453	isolation_0.4_0.2_0.2	0.2	0.2	ABC
0.180818	-0.0863635	0.0963181	isolation_0.4_0.2_0.2	0.2	0.2	ABC
0.102851	-0.00789481	0.0928724	isolation_0.4_0.2_0.2	0.2	0.2	ABC
0.153419	-0.0280628	0.121344	isolation_0.4_0.2_0.2	0.2	0.2	ABC
0.0950799	0.00485127	0.103435	isolation_0.4_0.2_0.2	0.2	0.2	ABC
0.10406	-0.0130607	0.094633	isolation_0.4_0.2_0.2	0.2	0.2	ABC
0.130425	-0.0471795	0.0875097	isolation_0.4_0.2_0.2	0.2	0.2	ABC
0.180675	-0.0713639	0.101242	isolation_0.4_0.2_0.2	0.2	0.2	ABC
0.102052	0.0148501	0.119356	isolation_0.4_0.2_0.2	0.2	0.2	ABC
0.131464	-0.0562179	0.066261	isolation_0.4_0.2_0.2	0.2	0.2	ABC
0.0781765	0.0199233	0.093915	isolation_0.4_0.2_0.2	0.2	0.2	ABC
0.171417	-0.0753087	0.0979359	isolation_0.4_0.2_0.2	0.2	0.2	ABC
0.066753	0.013023	0.0783389	isolation_0.4_0.2_0.2	0.2	0.2	ABC
0.0914711	0.00600447	0.0961036	isolation_0.4_0.2_0.2	0.2	0.2	ABC
0.183622	-0.0523908	0.128155	isolation_0.4_0.2_0.2	0.2	0.2	ABC
0.129778	-0.0438503	0.0899322	isolation_0.4_0.2_0.2	0.2	0.2	ABC
0.129387	-0.0415053	0.094465	isolation_0.4_0.2_0.2	0.2	0.2	ABC
0.13002	-0.0539972	0.0742701	isolation_0.4_0.2_0.2	0.2	0.2	ABC
0.155533	-0.0359338	0.108443	isolation_0.4_0.2_0.2	0.2	0.2	ABC
0.13397	-0.02556	0.113863	isolation_0.4_0.2_0.2	0.2	0.2	ABC
0.16177	-0.0489563	0.109163	isolation_0.4_0.2_0.2	0.2	0.2	ABC
0.109404	-0.0393295	0.0822224	isolation_0.4_0.2_0.2	0.2	0.2	ABC
0.0741748	-0.0453682	0.0350058	isolation_0.4_0.3_0.2	0.2	0.3	ABC
0.141076	-0.0829547	0.0633771	isolation_0.4_0.3_0.2	0.2	0.3	ABC
0.170134	-0.0644682	0.110465	isolation_0.4_0.3_0.2	0.2	0.3	ABC
0.137993	-0.0502362	0.0802943	isolation_0.4_0.3_0.2	0.2	0.3	ABC
0.0735121	-0.0270064	0.0427851	isolation_0.4_0.3_0.2	0.2	0.3	ABC
0.119484	-0.0555764	0.0675147	isolation_0.4_0.3_0.2	0.2	0.3	ABC
0.119669	-0.0565258	0.0686525	isolation_0.4_0.3_0.2	0.2	0.3	ABC
0.0991685	-0.0182099	0.0802984	isolation_0.4_0.3_0.2	0.2	0.3	ABC
0.153531	-0.0656171	0.0860829	isolation_0.4_0.3_0.2	0.2	0.3	ABC
0.173678	-0.0754159	0.0959596	isolation_0.4_0.3_0.2	0.2	0.3	ABC
0.0773704	-0.0520486	0.0393797	isolation_0.4_0.3_0.2	0.2	0.3	ABC
0.0387058	-0.0223257	0.0212125	isolation_0.4_0.3_0.2	0.2	0.3	ABC
0.0474525	0.0135898	0.0596497	isolation_0.4_0.3_0.2	0.2	0.3	ABC
0.0914917	-0.0566949	0.0487604	isolation_0.4_0.3_0.2	0.2	0.3	ABC
0.0830322	-0.0192438	0.0657689	isolation_0.4_0.3_0.2	0.2	0.3	ABC
0.128755	-0.085739	0.0430183	isolation_0.4_0.3_0.2	0.2	0.3	ABC
0.0774944	-0.042027	0.0424941	isolation_0.4_0.3_0.2	0.2	0.3	ABC
0.11466	-0.0584865	0.0691232	isolation_0.4_0.3_0.2	0.2	0.3	ABC
0.0972955	-0.0378293	0.0622129	isolation_0.4_0.3_0.2	0.2	0.3	ABC
0.116061	-0.0588914	0.0630524	isolation_0.4_0.3_0.2	0.2	0.3	ABC
0.0682926	-0.0094094	0.049122	isolation_0.4_0.3_0.2	0.2	0.3	ABC
0.126689	-0.0648853	0.0597064	isolation_0.4_0.3_0.2	0.2	0.3	ABC
0.098197	-0.0092031	0.0797629	isolation_0.4_0.3_0.2	0.2	0.3	ABC
0.12143	-0.0706839	0.0442991	isolation_0.4_0.3_0.2	0.2	0.3	ABC
0.129285	-0.0338632	0.0909999	isolation_0.4_0.3_0.2	0.2	0.3	ABC
0.0524077	-0.0162189	0.0294403	isolation_0.4_0.3_0.2	0.2	0.3	ABC
0.0840151	-0.0226972	0.0629701	isolation_0.4_0.3_0.2	0.2	0.3	ABC
0.101541	-0.0407976	0.0557377	isolation_0.4_0.3_0.2	0.2	0.3	ABC
0.110101	-0.0268394	0.0855439	isolation_0.4_0.3_0.2	0.2	0.3	ABC
0.101693	-0.0303682	0.0697804	isolation_0.4_0.3_0.2	0.2	0.3	ABC
0.0494868	-0.014857	0.03357	isolation_0.4_0.3_0.2	0.2	0.3	ABC
0.0604942	-0.0134249	0.0489391	isolation_0.4_0.3_0.2	0.2	0.3	ABC
0.0772477	-0.0141991	0.0588707	isolation_0.4_0.3_0.2	0.2	0.3	ABC
0.120412	-0.0621809	0.0484595	isolation_0.4_0.3_0.2	0.2	0.3	ABC
0.091847	-0.0327533	0.0577013	isolation_0.4_0.3_0.2	0.2	0.3	ABC
0.13016	-0.0464652	0.074439	isolation_0.4_0.3_0.2	0.2	0.3	ABC
0.111993	-0.0456809	0.075427	isolation_0.4_0.3_0.2	0.2	0.3	ABC
0.0949927	-0.0415477	0.0522554	isolation_0.4_0.3_0.2	0.2	0.3	ABC
0.120158	-0.0264244	0.0766419	isolation_0.4_0.3_0.2	0.2	0.3	ABC
0.0505722	-0.0232716	0.0282955	isolation_0.4_0.3_0.2	0.2	0.3	ABC
0.0573405	-0.0267039	0.0331993	isolation_0.4_0.3_0.2	0.2	0.3	ABC
0.0869959	-0.0116124	0.0717056	isolation_0.4_0.3_0.2	0.2	0.3	ABC
0.116067	-0.0262368	0.0842606	isolation_0.4_0.3_0.2	0.2	0.3	ABC
0.105708	-0.0725373	0.0237339	isolation_0.4_0.3_0.2	0.2	0.3	ABC
0.0667365	-0.0138698	0.0544516	isolation_0.4_0.3_0.2	0.2	0.3	ABC
0.0768089	-0.0264557	0.0561798	isolation_0.4_0.3_0.2	0.2	0.3	ABC
0.0363718	0.00467161	0.0509254	isolation_0.4_0.3_0.2	0.2	0.3	ABC
0.091512	-0.0311776	0.0503278	isolation_0.4_0.3_0.2	0.2	0.3	ABC
0.0984412	-0.0456463	0.0509627	isolation_0.4_0.3_0.2	0.2	0.3	ABC
0.100291	-0.0439412	0.0444516	isolation_0.4_0.3_0.2	0.2	0.3	ABC
0.129666	-0.046438	0.0826417	isolation_0.4_0.3_0.2	0.2	0.3	ABC
0.0811376	-0.0183284	0.0624578	isolation_0.4_0.3_0.2	0.2	0.3	ABC
0.0821134	-0.027682	0.042912	isolation_0.4_0.3_0.2	0.2	0.3	ABC
0.111756	-0.0483687	0.0551464	isolation_0.4_0.3_0.2	0.2	0.3	ABC
0.114712	-0.0549038	0.0704097	isolation_0.4_0.3_0.2	0.2	0.3	ABC
0.0805801	-0.0177203	0.0696992	isolation_0.4_0.3_0.2	0.2	0.3	ABC
0.0695282	-0.0376031	0.0281977	isolation_0.4_0.3_0.2	0.2	0.3	ABC
0.12251	-0.0591425	0.0731441	isolation_0.4_0.3_0.2	0.2	0.3	ABC
0.0771692	-0.0192744	0.0655839	isolation_0.4_0.3_0.2	0.2	0.3	ABC
0.07238	-0.0121537	0.0606544	isolation_0.4_0.3_0.2	0.2	0.3	ABC
0.127201	-0.0458444	0.0736209	isolation_0.4_0.3_0.2	0.2	0.3	ABC
0.126631	-0.035628	0.096517	isolation_0.4_0.3_0.2	0.2	0.3	ABC
0.157197	-0.0709746	0.0858849	isolation_0.4_0.3_0.2	0.2	0.3	ABC
0.109717	-0.047047	0.0594444	isolation_0.4_0.3_0.2	0.2	0.3	ABC
0.0849047	-0.0303556	0.0525808	isolation_0.4_0.3_0.2	0.2	0.3	ABC
0.0885987	-0.0181911	0.0650199	isolation_0.4_0.3_0.2	0.2	0.3	ABC
0.107754	-0.0324706	0.0768489	isolation_0.4_0.3_0.2	0.2	0.3	ABC
0.113411	-0.034868	0.0729589	isolation_0.4_0.3_0.2	0.2	0.3	ABC
0.0904526	-0.0370078	0.0516559	isolation_0.4_0.3_0.2	0.2	0.3	ABC
0.0493995	-0.000711956	0.0393657	isolation_0.4_0.3_0.2	0.2	0.3	ABC
0.117571	-0.0541368	0.0637209	isolation_0.4_0.3_0.2	0.2	0.3	ABC
0.11174	-0.0336253	0.0780151	isolation_0.4_0.3_0.2	0.2	0.3	ABC
0.105977	-0.0354422	0.0730272	isolation_0.4_0.3_0.2	0.2	0.3	ABC
0.0604182	-0.0229174	0.0397876	isolation_0.4_0.3_0.2	0.2	0.3	ABC
0.052221	-0.0317245	0.0303811	isolation_0.4_0.3_0.2	0.2	0.3	ABC
0.066197	-0.0399536	0.0307495	isolation_0.4_0.3_0.2	0.2	0.3	ABC
0.0415673	-0.012328	0.0246004	isolation_0.4_0.3_0.2	0.2	0.3	ABC
0.0908262	-0.0302866	0.0570212	isolation_0.4_0.3_0.2	0.2	0.3	ABC
0.108974	-0.0542494	0.0609885	isolation_0.4_0.3_0.2	0.2	0.3	ABC
0.0805923	-0.0399745	0.0444333	isolation_0.4_0.3_0.2	0.2	0.3	ABC
0.0702256	-0.0135282	0.0491761	isolation_0.4_0.3_0.2	0.2	0.3	ABC
0.0736829	-0.029522	0.0417989	isolation_0.4_0.3_0.2	0.2	0.3	ABC
0.0323739	0.0185781	0.0518683	isolation_0.4_0.3_0.2	0.2	0.3	ABC
0.0579396	0.0178131	0.0624939	isolation_0.4_0.3_0.2	0.2	0.3	ABC
0.0941824	-0.0412222	0.0583694	isolation_0.4_0.3_0.2	0.2	0.3	ABC
0.0724207	-0.0167187	0.0518945	isolation_0.4_0.3_0.2	0.2	0.3	ABC
0.0941815	-0.0545882	0.0429302	isolation_0.4_0.3_0.2	0.2	0.3	ABC
0.0893279	-0.0315188	0.0562393	isolation_0.4_0.3_0.2	0.2	0.3	ABC
0.113603	-0.0274088	0.0760385	isolation_0.4_0.3_0.2	0.2	0.3	ABC
0.0780249	-0.0259315	0.0490149	isolation_0.4_0.3_0.2	0.2	0.3	ABC
0.101765	-0.0540444	0.0505134	isolation_0.4_0.3_0.2	0.2	0.3	ABC
0.064219	-0.0280664	0.0485591	isolation_0.4_0.3_0.2	0.2	0.3	ABC
0.0654606	-0.0150109	0.0529449	isolation_0.4_0.3_0.2	0.2	0.3	ABC
0.104633	-0.0291878	0.0665283	isolation_0.4_0.3_0.2	0.2	0.3	ABC
0.114526	-0.0634421	0.0586705	isolation_0.4_0.3_0.2	0.2	0.3	ABC
0.0565108	-0.0260588	0.0296963	isolation_0.4_0.3_0.2	0.2	0.3	ABC
0.0592127	-0.0366911	0.0254017	isolation_0.4_0.3_0.2	0.2	0.3	ABC
0.115974	-0.0447039	0.0663796	isolation_0.4_0.3_0.2	0.2	0.3	ABC
0.11429	-0.043884	0.0614485	isolation_0.4_0.3_0.2	0.2	0.3	ABC
0.101492	-0.0475639	0.0644701	isolation_0.4_0.3_0.2	0.2	0.3	ABC
0.230699	-0.113339	0.114404	isolation_0.4_0.1_0.4	0.4	0.1	ABC
0.283337	-0.154485	0.134555	isolation_0.4_0.1_0.4	0.4	0.1	ABC
0.266607	-0.144694	0.112704	isolation_0.4_0.1_0.4	0.4	0.1	ABC
0.21458	-0.116688	0.0992933	isolation_0.4_0.1_0.4	0.4	0.1	ABC
0.189454	-0.142533	0.051472	isolation_0.4_0.1_0.4	0.4	0.1	ABC
0.271473	-0.145401	0.134249	isolation_0.4_0.1_0.4	0.4	0.1	ABC
