method	w	b	analysis	aw	as	a
ABC	0.1	0.999	twoepochs_s3	0.165489	0.140463	0.294277
ABC	0.1	0.999	twoepochs_s3	0.0552478	0.201177	0.249639
ABC	0.1	0.999	twoepochs_s3	0.0636316	0.213038	0.257803
ABC	0.1	0.999	twoepochs_s3	0.0532619	0.203622	0.256657
ABC	0.1	0.999	twoepochs_s3	0.0726081	0.187369	0.258443
ABC	0.1	0.999	twoepochs_s3	0.173109	0.137454	0.308583
ABC	0.1	0.999	twoepochs_s3	0.163792	0.154512	0.29589
ABC	0.1	0.999	twoepochs_s3	0.111532	0.156952	0.261109
ABC	0.1	0.999	twoepochs_s3	0.165736	0.149254	0.306225
ABC	0.1	0.999	twoepochs_s3	0.124302	0.1551	0.265105
ABC	0.1	0.999	twoepochs_s3	0.16709	0.14346	0.291449
ABC	0.1	0.999	twoepochs_s3	0.0449105	0.22944	0.259999
ABC	0.1	0.999	twoepochs_s3	0.215368	0.123929	0.327903
ABC	0.1	0.999	twoepochs_s3	0.0970993	0.173671	0.262117
ABC	0.1	0.999	twoepochs_s3	0.120739	0.155951	0.26442
ABC	0.1	0.999	twoepochs_s3	0.150126	0.14528	0.285241
ABC	0.1	0.999	twoepochs_s3	0.10353	0.177036	0.267092
ABC	0.1	0.999	twoepochs_s3	0.163834	0.15	0.289238
ABC	0.1	0.999	twoepochs_s3	0.0714958	0.189118	0.25842
ABC	0.1	0.999	twoepochs_s3	0.124513	0.167642	0.278565
ABC	0.1	0.999	twoepochs_s3	0.120179	0.187049	0.280891
ABC	0.1	0.999	twoepochs_s3	0.117847	0.154592	0.273507
ABC	0.1	0.999	twoepochs_s3	0.118518	0.1568	0.269687
ABC	0.1	0.999	twoepochs_s3	0.0676069	0.198302	0.259131
ABC	0.1	0.999	twoepochs_s3	0.0732395	0.214023	0.278291
ABC	0.1	0.999	twoepochs_s3	0.127034	0.155086	0.26989
ABC	0.1	0.999	twoepochs_s3	0.166052	0.165585	0.291231
ABC	0.1	0.999	twoepochs_s3	0.108547	0.18088	0.282405
ABC	0.1	0.999	twoepochs_s3	0.107964	0.184412	0.28404
ABC	0.1	0.999	twoepochs_s3	0.103791	0.177585	0.271197
ABC	0.1	0.999	twoepochs_s3	0.136554	0.157929	0.280057
ABC	0.1	0.999	twoepochs_s3	0.14828	0.156652	0.300597
ABC	0.1	0.999	twoepochs_s3	0.116175	0.172953	0.277873
ABC	0.1	0.999	twoepochs_s3	0.127247	0.170831	0.291585
ABC	0.1	0.999	twoepochs_s3	0.131007	0.158677	0.278703
ABC	0.1	0.999	twoepochs_s3	0.139499	0.154083	0.282447
ABC	0.1	0.999	twoepochs_s3	0.138586	0.141988	0.264705
ABC	0.1	0.999	twoepochs_s3	0.0635071	0.181346	0.240729
ABC	0.1	0.999	twoepochs_s3	0.182311	0.142559	0.291115
ABC	0.1	0.999	twoepochs_s3	0.077434	0.19364	0.26387
ABC	0.1	0.999	twoepochs_s3	0.100807	0.174463	0.273789
ABC	0.1	0.999	twoepochs_s3	0.055679	0.223014	0.264431
ABC	0.1	0.999	twoepochs_s3	0.0811676	0.20178	0.277959
ABC	0.1	0.999	twoepochs_s3	0.177817	0.142272	0.299744
