f	alphas	B	alphaW	sfs	analysis	time
0.6464646464646465	-0.039219884427737606	0.999	0.1	All alleles	Bottleneck strength = 0.1	1
0.6565656565656566	-0.03979546028808989	0.999	0.1	All alleles	Bottleneck strength = 0.1	1
0.6666666666666666	-0.042670547499079614	0.999	0.1	All alleles	Bottleneck strength = 0.1	1
0.6767676767676768	-0.04614925945486337	0.999	0.1	All alleles	Bottleneck strength = 0.1	1
0.6868686868686869	-0.04588074728896263	0.999	0.1	All alleles	Bottleneck strength = 0.1	1
0.696969696969697	-0.04246825472872007	0.999	0.1	All alleles	Bottleneck strength = 0.1	1
0.7070707070707071	-0.035039988086563945	0.999	0.1	All alleles	Bottleneck strength = 0.1	1
0.7171717171717171	-0.050421845073509	0.999	0.1	All alleles	Bottleneck strength = 0.1	1
0.7272727272727273	-0.05045331787944707	0.999	0.1	All alleles	Bottleneck strength = 0.1	1
0.7373737373737373	-0.04417442652453585	0.999	0.1	All alleles	Bottleneck strength = 0.1	1
0.7474747474747475	-0.03894889648531019	0.999	0.1	All alleles	Bottleneck strength = 0.1	1
0.7575757575757576	-0.033874036952735276	0.999	0.1	All alleles	Bottleneck strength = 0.1	1
0.7676767676767676	-0.027444365998361864	0.999	0.1	All alleles	Bottleneck strength = 0.1	1
0.7777777777777778	-0.025687977390241867	0.999	0.1	All alleles	Bottleneck strength = 0.1	1
0.7878787878787878	-0.0007205573296984458	0.999	0.1	All alleles	Bottleneck strength = 0.1	1
0.797979797979798	-0.00826917368162694	0.999	0.1	All alleles	Bottleneck strength = 0.1	1
0.8080808080808081	-0.0010710480644182674	0.999	0.1	All alleles	Bottleneck strength = 0.1	1
0.8181818181818182	0.013970847683590693	0.999	0.1	All alleles	Bottleneck strength = 0.1	1
0.8282828282828283	0.008999188148503756	0.999	0.1	All alleles	Bottleneck strength = 0.1	1
0.8383838383838383	-0.0026282195060087776	0.999	0.1	All alleles	Bottleneck strength = 0.1	1
0.8484848484848485	-0.0015625198804971596	0.999	0.1	All alleles	Bottleneck strength = 0.1	1
0.8585858585858586	0.021851782801434072	0.999	0.1	All alleles	Bottleneck strength = 0.1	1
0.8686868686868687	0.012311094978182058	0.999	0.1	All alleles	Bottleneck strength = 0.1	1
0.8787878787878788	0.025730621786449692	0.999	0.1	All alleles	Bottleneck strength = 0.1	1
0.8888888888888888	0.023459086787542827	0.999	0.1	All alleles	Bottleneck strength = 0.1	1
0.898989898989899	0.02766794507492365	0.999	0.1	All alleles	Bottleneck strength = 0.1	1
0.9090909090909091	0.042846888540162165	0.999	0.1	All alleles	Bottleneck strength = 0.1	1
0.9191919191919192	0.03477960802587965	0.999	0.1	All alleles	Bottleneck strength = 0.1	1
0.9292929292929293	0.03212418405752182	0.999	0.1	All alleles	Bottleneck strength = 0.1	1
0.9393939393939394	0.010315763856925897	0.999	0.1	All alleles	Bottleneck strength = 0.1	1
0.9494949494949495	0.011372561251035695	0.999	0.1	All alleles	Bottleneck strength = 0.1	1
0.9595959595959596	-0.0010275997430682082	0.999	0.1	All alleles	Bottleneck strength = 0.1	1
